Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Avg_IntrReward_Last_100_Episodes	Elapsed_Time_Hours
2180000	-2.37	3.5004428291289083	-2.37	27563	0.4768	0.0001	0.25726745	7.31449808690283
2190000	-2.13	3.2516303602962013	-2.13	27691	0.47440000000000004	0.0001	0.30509055	7.349515590402815
2200000	-1.91	3.575178317231184	-1.91	27819	0.472	0.0001	0.146266	7.384669938219918
2210000	-1.71	3.5420191981410825	-1.71	27958	0.4695999999999999	0.0001	0.29869062	7.419754929476314
2220000	-1.98	4.370308913566637	-1.98	28080	0.46720000000000006	0.0001	0.39506203	7.455510791871283
2230000	-1.56	3.2903495255063713	-1.56	28210	0.4648	0.0001	19.898624	7.4906602026356595
2240000	-2.04	3.1966232183352483	-2.04	28342	0.4623999999999999	0.0001	0.13992827	7.525901719994015
2250000	-2.67	3.7230498250762105	-2.67	28475	0.45999999999999996	0.0001	0.17420301	7.5612277535597485
2260000	-2.59	3.6962007521237266	-2.59	28604	0.4576	0.0001	0.22177473	7.5964655143022535
2270000	-2.68	4.681623649974441	-2.68	28730	0.45520000000000005	0.0001	0.27249503	7.631699728833304
2280000	-2.02	3.762924394669656	-2.02	28852	0.4528	0.0001	0.18426973	7.66687358379364
2290000	-2.13	3.684168834350565	-2.13	28979	0.4503999999999999	0.0001	0.22484972	7.701988063255945
2300000	-2.08	3.354638579638647	-2.08	29107	0.44800000000000006	0.0001	0.16343544	7.737443406780561
2310000	-2.21	4.028138527905911	-2.21	29235	0.4456	0.0001	0.21351367	7.77267272108131
2320000	-1.94	3.9618682461687182	-1.94	29360	0.4431999999999999	0.0001	0.1555384	7.8078931123018265
2330000	-2.23	3.5717082747615323	-2.23	29481	0.44079999999999997	0.0001	0.29366004	7.84303316420979
2340000	-2.17	4.149831321873216	-2.17	29617	0.4384	0.0001	0.20340791	7.878317839900652
2350000	-2.58	4.354721575485624	-2.58	29750	0.43599999999999994	0.0001	0.24812724	7.913514282968309
2360000	-2.84	4.426556223521848	-2.84	29878	0.4336	0.0001	0.3341113	7.948402939769957
2370000	-1.93	3.7874925742501464	-1.93	30009	0.4312	0.0001	0.2758894	7.983837960958481
2380000	-2.15	3.2569157188972517	-2.15	30141	0.42879999999999996	0.0001	0.17632653	8.018880630201764
2390000	-3.01	3.565094669149755	-3.01	30267	0.4264	0.0001	0.3905437	8.053969843056468
2400000	-1.67	3.608476132663205	-1.67	30397	0.42399999999999993	0.0001	0.17856556	8.089039288891687
2410000	-2.49	4.179700946240054	-2.49	30532	0.4216	0.0001	0.2637848	8.123972875012292
2420000	-2.72	3.5498732371734065	-2.72	30664	0.4192	0.0001	0.24714011	8.159017935329013
2430000	-1.95	3.5024991077800434	-1.95	30791	0.41679999999999995	0.0001	0.11667904	8.194126091533237
2440000	-2.76	3.982762860126121	-2.76	30917	0.4144	0.0001	0.26312402	8.229245903756883
2450000	-2.41	3.5723801589416544	-2.41	31049	0.41200000000000003	0.0001	0.19417858	8.264873632921113
2460000	-2.03	4.697776069588673	-2.03	31174	0.40959999999999996	0.0001	0.2258711	8.300237251387703
2470000	-2.08	3.7965247266414583	-2.08	31309	0.4072	0.0001	0.2835761	8.33531570341852
2480000	-1.8	3.5496478698597693	-1.8	31434	0.40479999999999994	0.0001	0.19597714	8.370531089438332
2490000	-2.49	3.659221228622288	-2.49	31564	0.4024	0.0001	0.17207876	8.405848769678009
2500000	-2.27	3.4694524063604044	-2.27	31692	0.4	0.0001	0.28398952	8.441153025494682
2510000	-2.49	3.6317901921779567	-2.49	31818	0.39759999999999995	0.0001	0.4407092	8.476397528979513
2520000	-2.04	3.566286584109583	-2.04	31951	0.3952	0.0001	0.26132262	8.511708096994294
2530000	-2.46	3.861139728111377	-2.46	32072	0.39280000000000004	0.0001	0.32701087	8.547352289623685
2540000	-2.05	3.3026504507743475	-2.05	32202	0.39039999999999997	0.0001	0.32572323	8.582692282862133
2550000	-2.35	3.6148997219839996	-2.35	32326	0.3879999999999999	0.0001	0.31310397	8.618059491448932
2560000	-2.1	3.7563279941985894	-2.1	32454	0.38560000000000005	0.0001	0.69094205	8.65355515691969
2570000	-2.63	4.031513363490192	-2.63	32577	0.3832	0.0001	0.37652147	8.689107567999098
2580000	-1.95	3.7719358425084595	-1.95	32712	0.3808	0.0001	0.1617136	8.723985445366965
2590000	-2.16	3.719462326734874	-2.16	32844	0.37839999999999996	0.0001	0.2550252	8.758770281473796
2600000	-2.47	4.281249817518244	-2.47	32971	0.376	0.0001	0.35878485	8.793624426987437
2610000	-3.03	4.292912764079885	-3.03	33095	0.37360000000000004	0.0001	0.21108171	8.829060034155846
2620000	-2.23	3.3700296734598645	-2.23	33219	0.3712	0.0001	0.19573326	8.863882168928782
2630000	-1.99	3.2634184530948525	-1.99	33347	0.3687999999999999	0.0001	0.2485327	8.898789696892102
2640000	-3.11	4.449483116048425	-3.11	33475	0.36640000000000006	0.0001	0.3370311	8.933769414226214
2650000	-2.35	3.8193585848935423	-2.35	33598	0.364	0.0001	0.2452043	8.968640679717064
2660000	-1.84	3.646148653031031	-1.84	33728	0.3615999999999999	0.0001	0.2581619	9.00399444407887
2670000	-2.44	3.7022155528818144	-2.44	33853	0.35919999999999996	0.0001	0.26864517	9.039125919077131
2680000	-2.42	3.8109841248685354	-2.42	33986	0.3568	0.0001	0.30404094	9.074470568829113
2690000	-1.99	3.7775521174432525	-1.99	34109	0.35439999999999994	0.0001	0.26695222	9.110244659649002
2700000	-2.5	3.281767816284388	-2.5	34232	0.352	0.0001	0.3004394	9.145608516335487
2710000	-1.5	3.392639090737475	-1.5	34358	0.3496	0.0001	0.18670942	9.181035187045733
2720000	-2.74	4.201475931146101	-2.74	34487	0.34719999999999995	0.0001	0.23427492	9.21646857155694
2730000	-2.65	3.533765696816923	-2.65	34626	0.3448	0.0001	0.22876455	9.251763222813606
2740000	-1.73	3.1964198722946273	-1.73	34758	0.3423999999999999	0.0001	0.24870262	9.287144416239526
2750000	-1.67	3.322815071592158	-1.67	34886	0.3400000000000001	0.0001	0.48923814	9.322659116983413
2760000	-1.94	3.2796951077806	-1.94	35012	0.3376	0.0001	0.2481171	9.358391743699709
2770000	-2.68	4.185403206382869	-2.68	35136	0.33519999999999994	0.0001	0.39196396	9.393794534868665
2780000	-1.93	3.3384277736683177	-1.93	35274	0.3328	0.0001	0.18744487	9.429348315132989
2790000	-2.35	3.884263121880391	-2.35	35406	0.3304	0.0001	0.21508586	9.464659039907986
2800000	-2.65	3.8245914814526265	-2.65	35540	0.32799999999999996	0.0001	0.21983297	9.500105851756201
2810000	-2.86	3.860103625552039	-2.86	35671	0.3256	0.0001	0.14074716	9.53545197652446
2820000	-1.99	3.4423683707587136	-1.99	35803	0.32319999999999993	0.0001	0.33575612	9.570823128422102
2830000	-2.26	3.4745359402371987	-2.26	35932	0.3208	0.0001	0.37751424	9.60623799317413
2840000	-2.31	3.9640761849389325	-2.31	36066	0.3184	0.0001	0.18171829	9.642372966673639
2850000	-1.75	2.971110903349116	-1.75	36195	0.31599999999999995	0.0001	0.3750549	9.678062187631925
2860000	-2.06	3.6764656941143894	-2.06	36326	0.3136	0.0001	0.22197314	9.71380349629455
2870000	-1.47	3.028052179206957	-1.47	36456	0.31120000000000003	0.0001	0.21431713	9.749395235710674
2880000	-2.0	3.714835124201342	-2.0	36585	0.30879999999999996	0.0001	0.41818225	9.784929952356551
2890000	-2.26	3.6348865181735723	-2.26	36723	0.3063999999999999	0.0001	0.26196012	9.8205021598604
2900000	-1.71	2.967473673008743	-1.71	36854	0.30400000000000005	0.0001	0.21227965	9.855954067839516
2910000	-1.87	2.8201241107440644	-1.87	36980	0.3016	0.0001	0.34708482	9.891387468973795
2920000	-2.0	3.1874754901018454	-2.0	37109	0.2992	0.0001	0.104005665	9.927217866182326
2930000	-2.5	4.21070065428546	-2.5	37225	0.29679999999999995	0.0001	0.14242733	9.96256430917316
2940000	-2.0	3.0919249667480613	-2.0	37355	0.2944	0.0001	0.16135651	9.997923330201044
2950000	-1.95	3.281386901905961	-1.95	37481	0.29200000000000004	0.0001	0.22538292	10.033460060755411
