Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
10000	-2.69	3.793929361493174	-2.69	122	0.9976	0.0001	0.00213417198922899
20000	-2.07	3.8242777095812484	-2.07	253	0.9952	0.0001	0.0036338249180052017
30000	-2.09	3.603040382787848	-2.09	377	0.9928	0.0001	0.004860447512732612
40000	-2.39	3.8102362131500453	-2.39	503	0.9904	0.0001	0.005898344384299384
50000	-3.15	4.077683165720456	-3.15	630	0.988	0.0001	0.007180700964397854
60000	-2.27	4.263461035356134	-2.27	751	0.9856	0.0001	0.02909488446182675
70000	-2.99	4.09510683621319	-2.99	873	0.9832	0.0001	0.05083318438794878
80000	-2.93	3.5951495101038566	-2.93	1005	0.9808	0.0001	0.07251344687408871
90000	-1.71	3.7048481750268794	-1.71	1127	0.9784	0.0001	0.09431801564163632
100000	-2.81	4.132057598824101	-2.81	1252	0.976	0.0001	0.11606729388237
110000	-2.58	3.7978414922163353	-2.58	1380	0.9736	0.0001	0.13740604758262634
120000	-2.68	4.279906541035681	-2.68	1504	0.9712	0.0001	0.15902007328139411
130000	-2.5	3.681032463861192	-2.5	1623	0.9688	0.0001	0.1806743688053555
140000	-2.46	3.8611397281113766	-2.46	1749	0.9664	0.0001	0.20201680401961009
150000	-2.47	3.321008882854726	-2.47	1873	0.964	0.0001	0.22373265385627747
160000	-2.83	4.118385606035453	-2.83	2000	0.9616	0.0001	0.2454149956173367
170000	-2.8	4.144876355212541	-2.8	2127	0.9592	0.0001	0.2671042858892017
180000	-2.27	3.4113193928449443	-2.27	2249	0.9568	0.0001	0.2886088197098838
190000	-1.66	3.493479640702089	-1.66	2370	0.9544	0.0001	0.30994592242770724
200000	-2.31	3.7939293614931735	-2.31	2500	0.952	0.0001	0.3314667596419652
210000	-2.94	4.566880773569637	-2.94	2617	0.9496	0.0001	0.35311883760823143
220000	-2.8	4.560701700396552	-2.8	2731	0.9472	0.0001	0.3744330170419481
230000	-2.6	4.509988913511872	-2.6	2850	0.9448	0.0001	0.3961280060476727
240000	-2.32	3.778571158520109	-2.32	2973	0.9424	0.0001	0.4178104262881809
250000	-2.64	4.297720325940253	-2.64	3094	0.94	0.0001	0.4395656951930788
260000	-2.85	4.09237095092808	-2.85	3218	0.9376	0.0001	0.46122684339682263
270000	-1.84	3.2053704934063396	-1.84	3340	0.9352	0.0001	0.48283064464728037
280000	-2.32	3.7812167353908714	-2.32	3467	0.9328	0.0001	0.5041663178470399
290000	-2.34	3.592269477642233	-2.34	3583	0.9304	0.0001	0.5258214475711187
300000	-2.72	4.108722429174304	-2.72	3711	0.9279999999999999	0.0001	0.5473613319132064
310000	-2.76	4.0077924097937005	-2.76	3834	0.9256	0.0001	0.5688353862365086
320000	-2.81	4.151373266763662	-2.81	3952	0.9232	0.0001	0.5904611611366272
330000	-2.24	4.285137103990956	-2.24	4083	0.9208000000000001	0.0001	0.612472763326433
340000	-2.15	4.292726406376255	-2.15	4213	0.9184	0.0001	0.6341649010446336
350000	-2.17	4.338329171466822	-2.17	4339	0.916	0.0001	0.655882714788119
360000	-2.61	4.078958200325176	-2.61	4471	0.9136	0.0001	0.6772554277711444
370000	-2.61	4.520829569890907	-2.61	4600	0.9112	0.0001	0.6989099535014894
380000	-2.29	4.065206021839484	-2.29	4721	0.9088	0.0001	0.7206618235508601
390000	-2.07	3.664027838322193	-2.07	4846	0.9064	0.0001	0.7421044539742999
400000	-2.59	3.8343056737824126	-2.59	4968	0.904	0.0001	0.7638407174083922
410000	-2.21	3.9173843314129897	-2.21	5100	0.9016	0.0001	0.7859045544597838
420000	-2.56	4.233957959167757	-2.56	5220	0.8992	0.0001	0.8073190744717916
430000	-1.9	4.060788100849391	-1.9	5336	0.8968	0.0001	0.8292493718862534
440000	-2.28	3.9014868960436093	-2.28	5460	0.8944	0.0001	0.8510490516159269
450000	-2.17	3.95235372910877	-2.17	5574	0.892	0.0001	0.872623220814599
460000	-2.0	3.722902093797257	-2.0	5695	0.8896	0.0001	0.8944061537583669
470000	-2.69	4.3993067635708245	-2.69	5813	0.8872	0.0001	0.9160007535086738
480000	-2.08	4.56657420830977	-2.08	5931	0.8848	0.0001	0.9380284461710188
490000	-2.01	3.8768414979206973	-2.01	6057	0.8824	0.0001	0.960339912308587
500000	-1.89	3.4695676964140647	-1.89	6180	0.88	0.0001	0.9822128381331762
510000	-2.49	4.51551768903633	-2.49	6303	0.8775999999999999	0.0001	1.0042450329992507
520000	-1.93	3.5923669077642946	-1.93	6421	0.8752	0.0001	1.0261150809129078
530000	-2.76	3.7818513984555238	-2.76	6542	0.8728	0.0001	1.0478819937176174
540000	-2.04	3.85984455645561	-2.04	6663	0.8704000000000001	0.0001	1.0698082258966235
550000	-2.28	3.527265229607776	-2.28	6788	0.868	0.0001	1.0916908815171984
560000	-2.12	3.7557422701777607	-2.12	6912	0.8655999999999999	0.0001	1.1137419203254912
570000	-2.03	4.48654655609412	-2.03	7034	0.8632	0.0001	1.135982893374231
580000	-1.91	3.677213619032759	-1.91	7160	0.8608	0.0001	1.1578427014085981
