Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Avg_IntrReward_Last_100_Episodes	Elapsed_Time_Hours
490000	-3.4	4.431703961232068	-3.4	4499	0.5589999999999999	0.0001	1514780000000.0	1.0560440025064681
500000	-2.88	4.266802081184456	-2.88	4580	0.55	0.0001	3359946300000.0	1.0797124120261934
510000	-1.94	3.566006169372117	-1.94	4675	0.5409999999999999	0.0001	6297010000000.0	1.103240370021926
520000	-1.95	3.1886517527005047	-1.95	4765	0.532	0.0001	4030090200000.0	1.1267154490947724
530000	-2.29	3.8034063679812076	-2.29	4856	0.5229999999999999	0.0001	2830054000000.0	1.1506071297327678
540000	-2.27	3.8854986809932135	-2.27	4956	0.514	0.0001	2868215000000.0	1.1744586070378622
550000	-2.93	4.236165719138004	-2.93	5051	0.5049999999999999	0.0001	2769398000000.0	1.19852309650845
560000	-2.45	4.072775466435634	-2.45	5145	0.4959999999999999	0.0001	3847466000000.0	1.222111956808302
570000	-1.97	3.4596387094608594	-1.97	5233	0.487	0.0001	3637440000000.0	1.2457709628343583
580000	-2.23	3.6355329733066655	-2.23	5321	0.478	0.0001	3277294700000.0	1.2692797856860691
590000	-2.24	3.452882853500825	-2.24	5417	0.469	0.0001	4236982000000.0	1.2928855572144191
600000	-2.43	4.03300136374884	-2.43	5507	0.45999999999999996	0.0001	5971557500000.0	1.316546444495519
610000	-3.28	4.921544473028766	-3.28	5589	0.45099999999999996	0.0001	7043353000000.0	1.3402685938941108
620000	-1.99	3.634542612214087	-1.99	5685	0.44199999999999995	0.0001	6555012400000.0	1.3639047895537482
630000	-3.52	4.7254206161991545	-3.52	5765	0.43299999999999994	0.0001	4892006000000.0	1.3875498067008125
640000	-3.08	4.180143538205358	-3.08	5847	0.42399999999999993	0.0001	4308041200000.0	1.4112081572082307
650000	-2.46	3.450854966526411	-2.46	5938	0.4149999999999999	0.0001	4062872900000.0	1.4346093168523577
660000	-1.92	3.6295454260829962	-1.92	6029	0.4059999999999999	0.0001	4887210400000.0	1.458460902041859
670000	-2.19	3.5374991166076635	-2.19	6123	0.3969999999999999	0.0001	7522041700000.0	1.4819064716498056
680000	-2.49	3.9255445482123883	-2.49	6213	0.3879999999999999	0.0001	6597999000000.0	1.505574526720577
690000	-2.27	3.6765608930085736	-2.27	6308	0.379	0.0001	9878018000000.0	1.5292925276358922
700000	-2.53	3.4596387094608594	-2.53	6407	0.37	0.0001	9924621000000.0	1.5535404751698176
