Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Avg_IntrReward_Last_100_Episodes	Elapsed_Time_Hours
10000	-2.2	3.5777087639996643	-2.2	121	0.991	0.0001	nan	0.0026709224780400594
20000	-1.66	3.578323629857981	-1.66	245	0.982	0.0001	nan	0.004069465597470601
30000	-2.85	4.048147724577254	-2.85	365	0.973	0.0001	nan	0.005175404151280721
40000	-3.21	4.710191078926628	-3.21	483	0.964	0.0001	nan	0.0059564518266254
50000	-2.58	4.317823525805565	-2.58	608	0.955	0.0001	nan	0.007400472760200501
60000	-1.51	3.4856706671743964	-1.51	725	0.946	0.0001	0.7989485	0.030516565773222183
70000	-1.33	2.764253968071675	-1.33	852	0.9369999999999999	0.0001	1.6258961	0.05385081112384796
80000	-1.48	2.773012801989922	-1.48	983	0.9279999999999999	0.0001	1.8440398	0.07700289004378849
90000	-0.91	2.478285697816134	-0.91	1114	0.919	0.0001	1.6980988	0.10040570146507687
100000	-2.0	3.0133038346638727	-2.0	1239	0.91	0.0001	1.4539909	0.12338112546337976
110000	-2.06	3.258281755772511	-2.06	1361	0.901	0.0001	1.3849657	0.14636476470364465
120000	-1.21	2.550666579543473	-1.21	1489	0.892	0.0001	1.3933291	0.169521783457862
130000	-1.97	3.362900533765458	-1.97	1613	0.883	0.0001	1.3512359	0.1925692700015174
140000	-1.71	3.344532852282961	-1.71	1739	0.874	0.0001	1.331915	0.21564732538329232
150000	-1.44	2.868170148369863	-1.44	1868	0.865	0.0001	1.3080107	0.23880702137947082
160000	-1.88	3.2195651880339375	-1.88	1991	0.856	0.0001	1.2154491	0.26197306752204896
170000	-1.4	2.7748873851023217	-1.4	2114	0.847	0.0001	1.218066	0.28593328846825494
180000	-2.11	3.045964543457458	-2.11	2244	0.838	0.0001	1.138169	0.3089698628584544
190000	-1.04	2.767381433774535	-1.04	2376	0.829	0.0001	1.1613169	0.33201192001501717
200000	-1.29	3.232011757404357	-1.29	2501	0.82	0.0001	1.0959697	0.35515701757536994
210000	-1.87	3.4165918690999666	-1.87	2630	0.8109999999999999	0.0001	1.1195498	0.3781716877884335
220000	-2.01	3.3600446425605717	-2.01	2749	0.802	0.0001	1.1570575	0.40113918138874904
230000	-1.51	3.0902912484100913	-1.51	2880	0.7929999999999999	0.0001	1.0549423	0.42414786391788056
240000	-1.84	3.2022492095400694	-1.84	3009	0.784	0.0001	1.0236812	0.4478494279914432
250000	-1.88	3.606327772124991	-1.88	3141	0.775	0.0001	1.0908172	0.4708859241008759
260000	-2.33	3.671661749126681	-2.33	3271	0.766	0.0001	1.0241156	0.4939559110005697
270000	-1.67	3.2956183031413095	-1.67	3396	0.757	0.0001	1.0976833	0.5169846221473482
280000	-1.6	2.9698484809834995	-1.6	3523	0.748	0.0001	1.0464536	0.5400822701056799
290000	-2.19	3.5459695430164095	-2.19	3648	0.739	0.0001	1.0183254	0.5630771639611986
300000	-2.02	3.258772775140973	-2.02	3765	0.73	0.0001	0.9755919	0.5861621882518132
310000	-1.5	3.2388269481403293	-1.5	3888	0.721	0.0001	0.95034444	0.6089202775557836
320000	-1.74	3.3033921959101376	-1.74	4019	0.712	0.0001	0.9277153	0.6317549296220144
330000	-2.53	3.4912891601813794	-2.53	4149	0.703	0.0001	0.87071097	0.6544255087773005
340000	-2.1	3.241913015489465	-2.1	4277	0.694	0.0001	0.9429379	0.6772589684857262
350000	-2.03	3.2138917218848553	-2.03	4404	0.685	0.0001	0.87989515	0.700317875345548
360000	-2.06	3.2888295790448	-2.06	4520	0.6759999999999999	0.0001	0.9488326	0.7231955991850959
370000	-2.13	3.048458626912952	-2.13	4653	0.667	0.0001	0.8857765	0.7460530931419797
380000	-1.5	3.1	-1.5	4774	0.6579999999999999	0.0001	0.84991485	0.7689262466960484
390000	-1.49	2.951253970772424	-1.49	4895	0.649	0.0001	0.88243836	0.792173803448677
400000	-1.71	3.2381939410727085	-1.71	5019	0.6399999999999999	0.0001	0.86803514	0.8154992657899857
410000	-1.83	3.364684234813127	-1.83	5145	0.631	0.0001	0.8730625	0.8385126192702187
420000	-1.65	3.253843880704789	-1.65	5273	0.622	0.0001	0.85239446	0.8617828320132361
430000	-1.28	2.6648827366321397	-1.28	5404	0.613	0.0001	0.83455956	0.8850382449891833
440000	-1.72	2.9566196914720027	-1.72	5530	0.604	0.0001	0.84262186	0.9080406533347236
450000	-2.1	3.869108424430621	-2.1	5654	0.595	0.0001	0.82088965	0.9311964424451192
460000	-1.9	3.24499614791759	-1.9	5784	0.586	0.0001	0.8191035	0.9542667977677451
470000	-2.51	3.4885383758817965	-2.51	5911	0.577	0.0001	0.8788202	0.9773415205876033
480000	-1.5	3.410278580995987	-1.5	6032	0.5680000000000001	0.0001	0.81936055	1.0009858249955708
490000	-2.14	3.6304820616551736	-2.14	6155	0.5589999999999999	0.0001	0.82562774	1.0241170852714114
500000	-2.19	3.306644825196683	-2.19	6281	0.55	0.0001	0.7849076	1.047192919784122
510000	-2.04	3.4638706673315616	-2.04	6406	0.5409999999999999	0.0001	0.8203375	1.0702950731250975
520000	-1.35	2.8332843133014376	-1.35	6534	0.532	0.0001	0.7986248	1.0934163814120823
530000	-2.23	3.9137066829286025	-2.23	6656	0.5229999999999999	0.0001	0.79354644	1.1165694216887156
540000	-1.37	2.633078046697439	-1.37	6783	0.514	0.0001	0.79065436	1.1396000330315696
550000	-2.37	3.8875570735360268	-2.37	6908	0.5049999999999999	0.0001	0.78715026	1.162697912255923
560000	-1.74	3.3604166408348823	-1.74	7035	0.4959999999999999	0.0001	0.82204413	1.186326899992095
570000	-1.82	3.421637035104688	-1.82	7150	0.487	0.0001	0.75408435	1.2094582996765773
580000	-1.7	3.5538711287833724	-1.7	7278	0.478	0.0001	0.7384957	1.2325824534893035
590000	-1.5	3.629049462324811	-1.5	7404	0.469	0.0001	0.7912557	1.2557084859079786
600000	-2.22	3.5653330840189397	-2.22	7528	0.45999999999999996	0.0001	0.77336127	1.2787161141633987
610000	-1.45	2.68467875173176	-1.45	7658	0.45099999999999996	0.0001	0.7687872	1.3018743832906088
620000	-2.11	3.373114288013378	-2.11	7779	0.44199999999999995	0.0001	0.70748657	1.3250041100051668
630000	-2.03	3.3300300298946253	-2.03	7900	0.43299999999999994	0.0001	0.7233968	1.3479786010583241
640000	-1.69	3.254827184352496	-1.69	8021	0.42399999999999993	0.0001	0.73670006	1.3712370263205633
650000	-1.67	3.4526945998741327	-1.67	8144	0.4149999999999999	0.0001	0.7063177	1.3942973261409335
660000	-1.86	3.4000588230205664	-1.86	8267	0.4059999999999999	0.0001	0.72519004	1.417207888563474
670000	-1.71	3.4591762025083366	-1.71	8394	0.3969999999999999	0.0001	0.6933821	1.4402481129434375
680000	-2.37	3.428279451853364	-2.37	8517	0.3879999999999999	0.0001	0.7729503	1.4632279102007548
690000	-2.08	3.4545043059750267	-2.08	8642	0.379	0.0001	0.72129893	1.4862641091479196
700000	-1.84	3.5880914146660206	-1.84	8769	0.37	0.0001	0.7363188	1.5093327752749126
