Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
10000	-2.31	3.843683129499621	-2.31	110	0.991	0.0001	0.004614297615157233
20000	-2.25	3.6670833096617805	-2.25	233	0.982	0.0001	0.006573003795411852
30000	-2.14	3.3882738968389194	-2.14	356	0.973	0.0001	0.007990296284357707
40000	-2.31	3.3427383983793884	-2.31	477	0.964	0.0001	0.009066175818443298
50000	-2.84	4.056402346907911	-2.84	592	0.955	0.0001	0.010577914118766785
60000	-2.17	3.594593161958666	-2.17	711	0.946	0.0001	0.03283700823783874
70000	-2.22	3.494509979954271	-2.22	838	0.9369999999999999	0.0001	0.05559066924783919
80000	-2.27	3.8596761522179555	-2.27	961	0.9279999999999999	0.0001	0.07780444608794318
90000	-2.28	3.8886501514021545	-2.28	1072	0.919	0.0001	0.10137386553817325
100000	-2.09	3.3108760170081877	-2.09	1193	0.91	0.0001	0.1237554912434684
110000	-1.68	3.1140969798643074	-1.68	1318	0.901	0.0001	0.1460899681515164
120000	-2.31	3.4400436043748046	-2.31	1442	0.892	0.0001	0.16852897690402138
130000	-2.53	3.81432825016411	-2.53	1565	0.883	0.0001	0.19102473179499307
140000	-2.73	3.9745565790412396	-2.73	1688	0.874	0.0001	0.21351117392381033
150000	-1.45	2.9201883500897674	-1.45	1813	0.865	0.0001	0.23602328803804185
160000	-2.6	4.007492981902775	-2.6	1929	0.856	0.0001	0.2585316589143541
170000	-1.68	3.3730698184294967	-1.68	2048	0.847	0.0001	0.2814220926496718
180000	-2.11	3.512534697337523	-2.11	2174	0.838	0.0001	0.3040465406576792
190000	-2.45	3.993432107849087	-2.45	2283	0.829	0.0001	0.32671062390009564
200000	-2.58	3.521874500887276	-2.58	2397	0.82	0.0001	0.34952072269386714
210000	-2.09	3.6934942804883293	-2.09	2514	0.8109999999999999	0.0001	0.37240603797965577
220000	-2.0	3.906404996924922	-2.0	2640	0.802	0.0001	0.3952995785077413
230000	-1.61	3.0851093983844398	-1.61	2767	0.7929999999999999	0.0001	0.41823606398370533
240000	-1.72	3.8290468787937293	-1.72	2898	0.784	0.0001	0.4411697567171521
250000	-2.77	4.10817477719729	-2.77	3009	0.775	0.0001	0.465482509666019
260000	-2.26	4.06846408365614	-2.26	3128	0.766	0.0001	0.48846094608306884
270000	-2.04	3.5353076245215216	-2.04	3251	0.757	0.0001	0.5114916642506917
280000	-2.43	4.096962289306554	-2.43	3363	0.748	0.0001	0.5345387736956279
290000	-2.51	4.141243774519921	-2.51	3480	0.739	0.0001	0.5576871213648055
300000	-2.37	3.7004188952063246	-2.37	3593	0.73	0.0001	0.5808025754822626
310000	-2.01	3.4102639194056525	-2.01	3716	0.721	0.0001	0.6039681298865213
320000	-2.72	4.530077262034281	-2.72	3836	0.712	0.0001	0.6270455458429125
330000	-2.14	3.9345139471096044	-2.14	3957	0.703	0.0001	0.6500302010774612
340000	-2.62	4.019402940736347	-2.62	4079	0.694	0.0001	0.6734056892659929
350000	-2.4	4.159326868617084	-2.4	4203	0.685	0.0001	0.6964462309413486
360000	-1.77	3.557681829506399	-1.77	4328	0.6759999999999999	0.0001	0.7196414627631506
370000	-2.01	3.4856706671743964	-2.01	4450	0.667	0.0001	0.7428373802370495
380000	-1.92	3.838437181979145	-1.92	4575	0.6579999999999999	0.0001	0.7660651353995005
390000	-2.51	4.387470797623615	-2.51	4695	0.649	0.0001	0.7892970957358678
400000	-1.7	3.2939338184001206	-1.7	4819	0.6399999999999999	0.0001	0.8126348504755232
410000	-1.97	3.505581264212827	-1.97	4940	0.631	0.0001	0.8359780901008182
420000	-2.02	2.935915530120034	-2.02	5062	0.622	0.0001	0.8599048761526743
430000	-1.94	3.698161705496394	-1.94	5177	0.613	0.0001	0.8833652517530654
440000	-1.47	3.8715759065269535	-1.47	5297	0.604	0.0001	0.9068755178981357
450000	-2.02	3.6958896087410404	-2.02	5418	0.595	0.0001	0.9302573853068882
460000	-2.11	3.709164326367868	-2.11	5537	0.586	0.0001	0.9535968245400323
470000	-2.25	3.9277856356985676	-2.25	5650	0.577	0.0001	0.97698653711213
480000	-1.88	3.597999444135588	-1.88	5766	0.5680000000000001	0.0001	1.0004407103856405
490000	-1.59	3.3499104465642064	-1.59	5888	0.5589999999999999	0.0001	1.0239515254894893
500000	-1.54	3.570490162428683	-1.54	6005	0.55	0.0001	1.0479019243187375
510000	-1.96	3.693020444026813	-1.96	6120	0.5409999999999999	0.0001	1.07150154127015
520000	-1.21	3.5222010164100515	-1.21	6235	0.532	0.0001	1.0950801003641553
530000	-1.41	3.2957396741854477	-1.41	6356	0.5229999999999999	0.0001	1.1186840446127786
540000	-1.79	3.7183195128982662	-1.79	6476	0.514	0.0001	1.1422193279531268
550000	-0.58	2.5619523805098328	-0.58	6602	0.5049999999999999	0.0001	1.1658832201692793
560000	-1.27	2.9046686558022414	-1.27	6712	0.4959999999999999	0.0001	1.189555365840594
570000	-1.67	3.566665109033928	-1.67	6826	0.487	0.0001	1.2131818151473999
580000	-1.39	3.440624943233424	-1.39	6934	0.478	0.0001	1.2370422450701395
590000	-1.89	3.918915666354662	-1.89	7050	0.469	0.0001	1.2615677916341357
600000	-1.15	4.15541814983763	-1.15	7162	0.45999999999999996	0.0001	1.2854688156313365
610000	-1.33	3.4352729149224808	-1.33	7275	0.45099999999999996	0.0001	1.3093720840745502
620000	-1.82	4.17703243942395	-1.82	7393	0.44199999999999995	0.0001	1.3333789011504915
630000	-1.02	3.0396710348325526	-1.02	7509	0.43299999999999994	0.0001	1.3574093211359448
640000	-1.41	4.000237492949637	-1.41	7618	0.42399999999999993	0.0001	1.3815217902925279
650000	-0.91	3.3914451197092963	-0.91	7739	0.4149999999999999	0.0001	1.4055901434686449
660000	-0.97	3.697174596905047	-0.97	7856	0.4059999999999999	0.0001	1.429750720726119
670000	-1.33	3.4872768745828027	-1.33	7969	0.3969999999999999	0.0001	1.4538816281821993
680000	-1.11	3.2027956537999738	-1.11	8080	0.3879999999999999	0.0001	1.4783932767311732
690000	-2.17	3.964984237043068	-2.17	8190	0.379	0.0001	1.5024701911211014
700000	-1.54	3.7293967340576684	-1.54	8307	0.37	0.0001	1.5265228871504466
710000	-1.25	3.493923296238771	-1.25	8425	0.361	0.0001	1.550669815937678
720000	-1.37	4.584004799299408	-1.37	8539	0.352	0.0001	1.5748371297121049
730000	-1.8	3.5355339059327378	-1.8	8656	0.34299999999999997	0.0001	1.5990231224563387
740000	-1.59	4.171558461774208	-1.59	8770	0.33399999999999996	0.0001	1.6232230591773986
750000	-0.56	2.9977324763894457	-0.56	8883	0.32499999999999996	0.0001	1.6474280538161596
760000	-1.71	3.873744958047703	-1.71	8986	0.31599999999999995	0.0001	1.6716583173142538
770000	-1.31	3.7220827502891445	-1.31	9098	0.30699999999999994	0.0001	1.6966390342182582
780000	-1.01	4.412470963077264	-1.01	9207	0.29799999999999993	0.0001	1.7209248198403253
790000	-1.87	4.043896635672085	-1.87	9322	0.2889999999999999	0.0001	1.7452685867415534
800000	-0.81	3.5991526780618797	-0.81	9439	0.2799999999999999	0.0001	1.7696578747034073
810000	-1.04	3.81816709953873	-1.04	9557	0.2709999999999999	0.0001	1.794051337175899
820000	-1.01	3.9025504481044186	-1.01	9666	0.262	0.0001	1.818407284286287
830000	-1.68	3.6548050563607353	-1.68	9772	0.253	0.0001	1.8429058226611879
840000	-1.2	4.1012193308819755	-1.2	9884	0.244	0.0001	1.8673452707131704
850000	-1.13	3.4975848810286227	-1.13	9991	0.235	0.0001	1.8918728291988374
860000	-1.19	3.956500979400864	-1.19	10095	0.22599999999999998	0.0001	1.9169219519032372
870000	-1.58	3.8991794008483374	-1.58	10200	0.21699999999999997	0.0001	1.9414789005782869
880000	-1.37	3.695010148835859	-1.37	10300	0.20799999999999996	0.0001	1.9660847260554632
890000	-1.02	4.1351662602608865	-1.02	10394	0.19899999999999995	0.0001	1.9907255615790684
900000	-0.4	4.047221268969612	-0.4	10492	0.18999999999999995	0.0001	2.0153766889042326
910000	-1.3	3.7134889255254278	-1.3	10598	0.18099999999999994	0.0001	2.0400514793395996
920000	-1.4	3.8600518131237567	-1.4	10701	0.17199999999999993	0.0001	2.064753172132704
930000	-0.17	3.6498082141394774	-0.17	10810	0.16299999999999992	0.0001	2.089515789681011
940000	-1.99	4.313919331651903	-1.99	10912	0.15400000000000003	0.0001	2.1143517781628502
950000	-1.65	4.313641153364521	-1.65	11015	0.14500000000000002	0.0001	2.139662220146921
960000	-1.37	3.604594290624119	-1.37	11112	0.136	0.0001	2.1644240534967847
970000	-0.66	3.6612019884185574	-0.66	11214	0.127	0.0001	2.189348078833686
980000	-0.91	3.836912821527224	-0.91	11314	0.118	0.0001	2.2142536780569286
990000	-0.72	3.749879998079938	-0.72	11412	0.10899999999999999	0.0001	2.2391444002919725
1000000	-1.02	3.518465574650404	-1.02	11514	0.1	0.0001	2.264040710594919
1010000	-0.85	3.2996211903792836	-0.85	11619	0.0994	0.0001	2.2889037855466206
1020000	-0.85	3.884263121880391	-0.85	11717	0.0988	0.0001	2.3138519845406216
1030000	-0.46	3.9279002023982232	-0.46	11808	0.09820000000000001	0.0001	2.3388064990441007
1040000	-0.64	3.99879981994598	-0.64	11905	0.0976	0.0001	2.3636200894912083
1050000	-0.35	3.787809393303734	-0.35	11997	0.097	0.0001	2.3884686919715667
1060000	-1.08	3.913259510944808	-1.08	12080	0.0964	0.0001	2.4138183525535797
1070000	-0.51	3.477053350180293	-0.51	12170	0.09580000000000001	0.0001	2.4387989123662313
1080000	-1.42	4.169364459962693	-1.42	12254	0.0952	0.0001	2.4637809209691155
1090000	-1.19	3.8332623181827774	-1.19	12347	0.0946	0.0001	2.488731974495782
1100000	-0.42	3.661092733051158	-0.42	12426	0.094	0.0001	2.5136864436997306
1110000	-0.99	4.635720008801222	-0.99	12520	0.09340000000000001	0.0001	2.538562602665689
1120000	-0.87	4.394667222896405	-0.87	12597	0.09280000000000001	0.0001	2.563502549264166
1130000	-1.98	4.701021165661776	-1.98	12675	0.0922	0.0001	2.5884844038221573
1140000	-1.21	4.106811415197927	-1.21	12760	0.0916	0.0001	2.6134903628958597
1150000	-0.69	3.711320519707238	-0.69	12838	0.091	0.0001	2.6384266066551207
1160000	-0.26	4.8116940883643045	-0.26	12908	0.09040000000000001	0.0001	2.663375951184167
1170000	-0.73	5.308210621292265	-0.73	12981	0.0898	0.0001	2.688284140030543
1180000	0.0	4.532107677449864	0.0	13069	0.0892	0.0001	2.7135376003715725
1190000	-0.65	3.4011027623404733	-0.65	13152	0.0886	0.0001	2.738562393056022
1200000	-1.71	4.432369569428975	-1.71	13236	0.08800000000000001	0.0001	2.76353972170088
1210000	-0.32	4.949505025757626	-0.32	13310	0.0874	0.0001	2.7885211371713217
1220000	-1.43	4.578766209362517	-1.43	13396	0.0868	0.0001	2.813510094616148
1230000	-0.54	3.6453257741935765	-0.54	13472	0.0862	0.0001	2.8383873720963795
1240000	-0.58	4.306228047839547	-0.58	13546	0.08560000000000001	0.0001	2.8633111620611613
1250000	-0.4	4.560701700396552	-0.4	13621	0.085	0.0001	2.8882200351026324
1260000	-0.08	4.184925327888181	-0.08	13695	0.0844	0.0001	2.9130345635943944
1270000	0.19	4.625354040503279	0.19	13767	0.0838	0.0001	2.9379412313964632
1280000	-0.24	4.384335753566326	-0.24	13845	0.0832	0.0001	2.9628738876846104
1290000	-1.03	4.2342767977542515	-1.03	13915	0.0826	0.0001	2.9879074878162806
1300000	-0.22	3.6839652549935917	-0.22	13997	0.082	0.0001	3.013020684917768
1310000	-0.35	4.7315430886762515	-0.35	14075	0.0814	0.0001	3.0391098893351023
1320000	-0.68	4.258826129345973	-0.68	14160	0.08080000000000001	0.0001	3.0642694606383643
1330000	-0.93	4.1430785655114	-0.93	14226	0.08020000000000001	0.0001	3.0894311483038797
1340000	0.08	4.725843839993023	0.08	14306	0.0796	0.0001	3.1145759279198115
1350000	-0.32	3.8467648745406833	-0.32	14363	0.079	0.0001	3.139724187453588
1360000	-0.41	4.55871692474977	-0.41	14438	0.0784	0.0001	3.1648320549726487
1370000	-0.86	5.083345355177041	-0.86	14500	0.07780000000000001	0.0001	3.1899570709466936
1380000	-1.05	4.742098691507802	-1.05	14561	0.0772	0.0001	3.215133163001802
1390000	-0.56	5.138715792880552	-0.56	14631	0.0766	0.0001	3.240252429114448
1400000	-0.69	4.383366286314663	-0.69	14696	0.076	0.0001	3.2653194671207
1410000	-0.38	5.861365028728376	-0.38	14759	0.07540000000000001	0.0001	3.290478138923645
1420000	0.31	6.789248853886563	0.31	14823	0.0748	0.0001	3.315657776196798
1430000	-0.29	4.708067544120411	-0.29	14896	0.0742	0.0001	3.340819105969535
1440000	-0.1	5.101960407529639	-0.1	14965	0.0736	0.0001	3.3659225477112664
1450000	1.01	6.6037792210218536	1.01	15030	0.07300000000000001	0.0001	3.391684865421719
1460000	0.95	6.812305043081967	0.95	15091	0.0724	0.0001	3.416845250195927
1470000	0.67	5.2726748429995185	0.67	15166	0.0718	0.0001	3.4419459605879252
1480000	-0.74	5.927259063007116	-0.74	15231	0.0712	0.0001	3.46708657529619
1490000	-0.76	5.863650739940093	-0.76	15294	0.0706	0.0001	3.4922613624069427
1500000	-0.88	5.781487697816194	-0.88	15356	0.07	0.0001	3.5173926904466417
1510000	-0.15	5.11737237261468	-0.15	15419	0.0694	0.0001	3.5423659586906435
1520000	-0.16	4.813979642665723	-0.16	15486	0.0688	0.0001	3.5675732177495956
1530000	0.31	6.128123693268601	0.31	15549	0.06820000000000001	0.0001	3.5927756797605093
1540000	-0.18	5.668121381904237	-0.18	15616	0.0676	0.0001	3.6179284203714794
1550000	0.1	5.99749947894954	0.1	15678	0.067	0.0001	3.64300276822514
1560000	-0.14	5.0990587366689555	-0.14	15750	0.0664	0.0001	3.6680509125524097
1570000	-0.52	4.840413205502191	-0.52	15818	0.0658	0.0001	3.6930515637662675
1580000	-0.16	5.9122246236082745	-0.16	15880	0.06520000000000001	0.0001	3.718079275753763
1590000	-0.03	6.671514071033651	-0.03	15934	0.0646	0.0001	3.7431566132439507
1600000	-0.06	6.001366511053962	-0.06	15995	0.064	0.0001	3.768168257077535
1610000	0.53	5.625753282894657	0.53	16056	0.0634	0.0001	3.793617943657769
1620000	0.29	4.790187887755551	0.29	16110	0.0628	0.0001	3.8186651540464824
1630000	-0.06	4.904732408602941	-0.06	16174	0.062200000000000005	0.0001	3.8437306493520738
1640000	0.97	6.356815240354245	0.97	16228	0.0616	0.0001	3.8686954993671843
1650000	1.69	6.556973387165757	1.69	16281	0.061	0.0001	3.893672720922364
1660000	1.34	5.998699859136145	1.34	16339	0.0604	0.0001	3.918698298997349
1670000	0.62	4.95737833940481	0.62	16397	0.0598	0.0001	3.9436908560991286
1680000	-0.29	4.287878263197312	-0.29	16461	0.0592	0.0001	3.9687090122037465
1690000	0.0	5.385164807134504	0.0	16513	0.0586	0.0001	3.9937328531344733
1700000	0.32	6.066102537873886	0.32	16566	0.058	0.0001	4.018770568370819
1710000	0.26	5.945788425431904	0.26	16621	0.0574	0.0001	4.043796918789545
1720000	-0.04	6.583190715754785	-0.04	16679	0.0568	0.0001	4.068811127212313
1730000	0.88	7.280494488700613	0.88	16730	0.0562	0.0001	4.093857152528233
1740000	1.05	6.348818787774621	1.05	16797	0.0556	0.0001	4.118907240695424
1750000	0.76	5.760416651597349	0.76	16853	0.055	0.0001	4.14394165913264
1760000	0.26	6.2138876719812055	0.26	16908	0.0544	0.0001	4.169079917867978
1770000	0.76	7.088187356440291	0.76	16962	0.0538	0.0001	4.194163440797064
1780000	0.7	6.615889962809236	0.7	17015	0.0532	0.0001	4.2201764837238525
1790000	0.89	6.577073817435836	0.89	17073	0.05260000000000001	0.0001	4.245241629216406
1800000	1.82	6.958994180195871	1.82	17121	0.052	0.0001	4.270345772239897
1810000	2.05	8.396874418496443	2.05	17165	0.051399999999999994	0.0001	4.295428859127893
1820000	0.55	7.126534922386896	0.55	17234	0.050800000000000005	0.0001	4.320487727986442
1830000	0.05	6.381810088054955	0.05	17291	0.0502	0.0001	4.345542895727688
1840000	0.66	7.064304636692843	0.66	17344	0.0496	0.0001	4.370567041171921
1850000	1.63	7.0734079480827345	1.63	17396	0.049	0.0001	4.39562362657653
1860000	0.98	6.3055213900200195	0.98	17449	0.0484	0.0001	4.4206463641590545
1870000	1.05	7.836293766826254	1.05	17496	0.0478	0.0001	4.445682503183683
1880000	2.24	8.7431344493837	2.24	17540	0.0472	0.0001	4.470702322721482
1890000	1.4	7.564390259630977	1.4	17593	0.046599999999999996	0.0001	4.495776727861828
1900000	1.85	7.549006557157041	1.85	17646	0.046	0.0001	4.520843422744009
1910000	3.18	8.680299534002268	3.18	17689	0.045399999999999996	0.0001	4.54590828359127
1920000	2.39	7.5364381507446865	2.39	17734	0.044800000000000006	0.0001	4.570952630970213
1930000	1.79	6.86628720634376	1.79	17789	0.044199999999999996	0.0001	4.595996961328718
1940000	1.7	7.705193054038296	1.7	17846	0.04359999999999999	0.0001	4.621053709321552
1950000	1.42	7.597604885751824	1.42	17895	0.043000000000000003	0.0001	4.646120541758007
1960000	1.48	7.668741748161819	1.48	17942	0.0424	0.0001	4.671117974387275
