Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
10000	3.3333333333333335	4.714045207910315	-inf	15	0.991	0.0001	0.009002331826421949
20000	2.9411764705882355	4.556450995538137	-inf	34	0.982	0.0001	0.012346826195716858
30000	2.9411764705882355	4.556450995538138	-inf	51	0.973	0.0001	0.01337769223584069
40000	3.0303030303030303	4.595682087303969	-inf	66	0.964	0.0001	0.019107578727934095
50000	3.253012048192771	4.684872794029778	-inf	83	0.955	0.0001	0.02007816367679172
60000	3.1313131313131315	4.637672841716765	-inf	99	0.946	0.0001	0.042468736039267645
70000	3.1	4.624932431938872	3.1	121	0.9369999999999999	0.0001	0.06493445879883236
80000	3.3	4.702127178203498	3.3	132	0.9279999999999999	0.0001	0.09144850022262997
90000	3.2	4.66476151587624	3.2	149	0.919	0.0001	0.11397263586521149
100000	3.2	4.66476151587624	3.2	163	0.91	0.0001	0.1365935487879647
