Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
10000	-2.14	3.5721702087106655	-2.14	120	0.991	0.0001	0.003318619595633613
20000	-2.24	3.9676693410615753	-2.24	247	0.982	0.0001	0.005737108190854391
30000	-3.23	4.100865762250698	-3.23	369	0.973	0.0001	0.0074667692846722075
40000	-3.27	4.698627459162942	-3.27	486	0.964	0.0001	0.008475624587800767
50000	-2.22	3.88993573211692	-2.22	609	0.955	0.0001	0.01003991683324178
60000	-2.64	3.5875339719645862	-2.64	724	0.946	0.0001	0.03223976638582018
70000	-2.38	3.746411616467149	-2.38	851	0.9369999999999999	0.0001	0.05491272065374586
80000	-2.03	3.516973130406316	-2.03	979	0.9279999999999999	0.0001	0.07714067896207173
90000	-2.26	3.9764808562345677	-2.26	1104	0.919	0.0001	0.10051419496536255
100000	-1.72	3.8446846424641903	-1.72	1226	0.91	0.0001	0.12270298732651605
