Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
10000	3.75	4.841229182759271	-inf	16	0.991	0.0001	0.010877001947826809
20000	2.5	4.330127018922194	-inf	32	0.982	0.0001	0.016605582965744867
30000	2.9411764705882355	4.556450995538137	-inf	51	0.973	0.0001	0.01757286720805698
40000	2.5714285714285716	4.370588154508102	-inf	70	0.964	0.0001	0.019608483844333224
50000	2.5	4.330127018922194	-inf	88	0.955	0.0001	0.02059930165608724
60000	2.4	4.2708313008125245	2.4	104	0.946	0.0001	0.04255370219548543
70000	2.7	4.439594576084623	2.7	120	0.9369999999999999	0.0001	0.0645534908771515
80000	2.5	4.330127018922194	2.5	137	0.9279999999999999	0.0001	0.09185094839996762
90000	2.7	4.439594576084623	2.7	158	0.919	0.0001	0.11393333865536584
100000	3.1	4.624932431938872	3.1	178	0.91	0.0001	0.13605671412414974
110000	3.2	4.66476151587624	3.2	194	0.901	0.0001	0.15824406471517352
120000	2.83	4.481194037307468	2.83	214	0.892	0.0001	0.1803942151202096
130000	3.03	4.572646935856738	3.03	238	0.883	0.0001	0.20379843678739334
140000	2.63	4.378709855653831	2.63	252	0.874	0.0001	0.22605256742901272
150000	2.43	4.264399137041466	2.43	265	0.865	0.0001	0.24834977196322547
160000	2.23	4.137281716296341	2.23	286	0.856	0.0001	0.2706721849573983
170000	2.4	4.2708313008125245	2.4	304	0.847	0.0001	0.29302507367399006
180000	2.6	4.386342439892261	2.6	321	0.838	0.0001	0.3154405198494593
190000	2.7	4.439594576084623	2.7	345	0.829	0.0001	0.33978735950258043
200000	2.8	4.48998886412873	2.8	366	0.82	0.0001	0.36221789254082576
210000	2.8	4.48998886412873	2.8	385	0.8109999999999999	0.0001	0.3846851658158832
220000	2.5	4.330127018922194	2.5	403	0.802	0.0001	0.4071255234214995
230000	2.5	4.330127018922194	2.5	421	0.7929999999999999	0.0001	0.4296637033091651
240000	2.23	4.137281716296341	2.23	439	0.784	0.0001	0.4522121330102285
250000	1.93	3.919834180166299	1.93	455	0.775	0.0001	0.4747905162970225
260000	2.13	4.068550110297279	2.13	474	0.766	0.0001	0.49739269998338487
270000	2.43	4.264399137041466	2.43	496	0.757	0.0001	0.5199821990066105
280000	2.43	4.264399137041466	2.43	515	0.748	0.0001	0.5438248746262656
290000	2.6	4.386342439892261	2.6	538	0.739	0.0001	0.566452355451054
300000	2.9	4.537620521815372	2.9	555	0.73	0.0001	0.5891314203209347
310000	3.0	4.58257569495584	3.0	577	0.721	0.0001	0.6118295975526173
320000	3.6	4.800000000000001	3.6	599	0.712	0.0001	0.6345626925759845
330000	3.9	4.877499359302879	3.9	616	0.703	0.0001	0.6573124381568697
340000	4.0	4.898979485566356	4.0	634	0.694	0.0001	0.6800845328966777
350000	4.3	4.950757517794624	4.3	654	0.685	0.0001	0.7028239395883348
360000	4.3	4.950757517794624	4.3	677	0.6759999999999999	0.0001	0.7256589629915026
370000	4.0	4.898979485566356	4.0	705	0.667	0.0001	0.7485359220372306
380000	3.7	4.828043081829324	3.7	727	0.6579999999999999	0.0001	0.7714093581173155
390000	3.53	4.757005360518317	3.53	747	0.649	0.0001	0.7995368777381049
400000	3.33	4.690533018751706	3.33	769	0.6399999999999999	0.0001	0.8224059278435177
410000	3.03	4.572646935856736	3.03	791	0.631	0.0001	0.8453538919819726
420000	2.53	4.323089173264878	2.53	811	0.622	0.0001	0.8683453801605436
430000	2.9	4.537620521815371	2.9	833	0.613	0.0001	0.8913535424735811
440000	3.4	4.737087712930804	3.4	853	0.604	0.0001	0.9144043684668011
450000	3.0	4.58257569495584	3.0	870	0.595	0.0001	0.9375067231390212
460000	3.1	4.6249324319388725	3.1	897	0.586	0.0001	0.9606258012188805
470000	3.43	4.7249444441178365	3.43	914	0.577	0.0001	0.9837112367815442
480000	3.13	4.614444711988647	3.13	931	0.5680000000000001	0.0001	1.006863499018881
490000	2.73	4.431376761233466	2.73	950	0.5589999999999999	0.0001	1.0300491647587882
500000	2.53	4.323089173264878	2.53	979	0.55	0.0001	1.0532675127188365
