Steps	Avg_Last_100_Episodes	Std_Last_100_Episodes	Best_Avg_100_Episodes	Num_Episodes	Exploration_Epsilon	Adam_Learning_Rate	Elapsed_Time_Hours
10000	2.9166666666666665	4.545296714431548	-inf	24	0.991	0.0001	0.007608219385147095
20000	3.5849056603773586	4.795571708354277	-inf	53	0.982	0.0001	0.011182829803890652
30000	3.3333333333333335	4.714045207910316	-inf	87	0.973	0.0001	0.017892027695973714
40000	3.5	4.769696007084728	3.5	109	0.964	0.0001	0.019024836619695028
50000	3.7	4.828043081829324	3.7	140	0.955	0.0001	0.02581494861178928
60000	3.9	4.877499359302879	3.9	171	0.946	0.0001	0.04826368199454414
70000	3.7	4.828043081829324	3.7	192	0.9369999999999999	0.0001	0.07074498269293043
80000	3.6	4.800000000000001	3.6	216	0.9279999999999999	0.0001	0.09750203675693936
90000	3.6	4.800000000000001	3.6	245	0.919	0.0001	0.12142062743504842
100000	4.0	4.898979485566356	4.0	284	0.91	0.0001	0.14403203633096484
